cue,switch_bfstm,vita_dpk_index,orig_candidate,switch_dur,vita_dur,similarity,dur_ratio,verdict
29_06_N,29_06_N.dspadpcm.bfstm,649,649,5.38,5.184,0.656,0.964,confirmed
29_07_E,29_07_E.dspadpcm.bfstm,650,650,4.418,4.864,0.669,0.908,confirmed
29_08_E,29_08_E.dspadpcm.bfstm,652,652,2.17,2.325,0.564,0.933,confirmed
29_09_E,29_09_E.dspadpcm.bfstm,654,654,4.016,4.032,0.601,0.996,confirmed
29_10_N,29_10_N.dspadpcm.bfstm,657,657,4.374,4.629,0.614,0.945,confirmed
30_01_E,30_01_E.dspadpcm.bfstm,659,658,2.783,2.56,0.689,0.92,confirmed
30_02_E,30_02_E.dspadpcm.bfstm,660,660,2.386,2.709,0.483,0.881,confirmed
30_03_E,30_03_E.dspadpcm.bfstm,662,662,1.253,1.728,0.764,0.725,confirmed
30_04_E,30_04_E.dspadpcm.bfstm,665,664,3.328,3.584,0.613,0.929,confirmed
30_05_N,30_05_N.dspadpcm.bfstm,666,667,3.603,3.179,0.535,0.882,confirmed
30_07_E,30_07_E.dspadpcm.bfstm,670,670,3.821,4.181,0.71,0.914,confirmed
30_08_E,30_08_E.dspadpcm.bfstm,673,672,6.912,6.229,0.67,0.901,confirmed
30_09_E,30_09_E.dspadpcm.bfstm,674,674,1.693,2.133,0.617,0.794,confirmed
30_10_E,30_10_E.dspadpcm.bfstm,677,676,6.489,5.973,0.501,0.92,confirmed
30_11_E,30_11_E.dspadpcm.bfstm,678,678,2.214,2.517,0.504,0.88,confirmed
30_12_E,30_12_E.dspadpcm.bfstm,680,680,4.459,4.587,0.716,0.972,confirmed
30_13_E,30_13_E.dspadpcm.bfstm,682,682,2.584,2.091,0.525,0.809,confirmed
30_14_E,30_14_E.dspadpcm.bfstm,683,684,1.642,2.091,0.697,0.785,confirmed
31_01_E,31_01_E.dspadpcm.bfstm,686,686,3.29,3.52,0.519,0.935,confirmed
31_02_E,31_02_E.dspadpcm.bfstm,688,688,2.043,2.389,0.622,0.855,confirmed
31_03_E,31_03_E.dspadpcm.bfstm,690,690,2.474,2.731,0.545,0.906,confirmed
31_04_E,31_04_E.dspadpcm.bfstm,694,692,3.453,4.075,0.45,0.847,low-confidence
31_05_E,31_05_E.dspadpcm.bfstm,695,694,3.776,4.075,0.713,0.927,confirmed
31_06_E,31_06_E.dspadpcm.bfstm,698,696,2.79,2.432,0.54,0.872,confirmed
31_07_E,31_07_E.dspadpcm.bfstm,699,698,1.997,2.432,0.581,0.821,confirmed
31_08_E,31_08_E.dspadpcm.bfstm,700,700,6.066,6.272,0.774,0.967,confirmed
31_09_E,31_09_E.dspadpcm.bfstm,703,702,4.762,4.587,0.495,0.963,confirmed
31_10_E,31_10_E.dspadpcm.bfstm,704,704,1.116,1.515,0.576,0.737,confirmed
31_11_E,31_11_E.dspadpcm.bfstm,706,706,4.27,4.245,0.617,0.994,confirmed
31_12_E,31_12_E.dspadpcm.bfstm,707,708,4.989,4.245,0.521,0.851,confirmed
31_13_E,31_13_E.dspadpcm.bfstm,709,710,3.538,3.989,0.494,0.887,confirmed
32_01_E,32_01_E.dspadpcm.bfstm,712,712,5.382,5.013,0.522,0.931,confirmed
32_02_E,32_02_E.dspadpcm.bfstm,714,714,3.487,3.307,0.618,0.948,confirmed
32_03_E,32_03_E.dspadpcm.bfstm,716,716,4.365,4.203,0.543,0.963,confirmed
32_04_E,32_04_E.dspadpcm.bfstm,720,718,2.598,3.221,0.567,0.807,confirmed
32_05_E,32_05_E.dspadpcm.bfstm,721,720,2.149,3.221,0.382,0.667,low-confidence
32_06_E,32_06_E.dspadpcm.bfstm,722,722,8.651,7.851,0.648,0.908,confirmed
32_07_E,32_07_E.dspadpcm.bfstm,724,724,2.181,2.453,0.488,0.889,confirmed
32_08_E,32_08_E.dspadpcm.bfstm,726,726,2.981,3.264,0.478,0.913,confirmed
32_09_E,32_09_E.dspadpcm.bfstm,728,728,2.656,3.029,0.392,0.877,low-confidence
32_10_E,32_10_E.dspadpcm.bfstm,731,730,6.543,6.571,0.581,0.996,confirmed
32_11_E,32_11_E.dspadpcm.bfstm,733,732,4.661,5.568,0.72,0.837,confirmed
32_12_1_E,32_12_1_E.dspadpcm.bfstm,734,734,5.0,5.013,0.779,0.997,confirmed
32_12_1_N,32_12_1_N.dspadpcm.bfstm,735,735,3.531,3.541,0.84,0.997,confirmed
32_12_2_E,32_12_2_E.dspadpcm.bfstm,736,736,2.934,2.944,,0.997,no-speech-durmatch
32_12_2_N,32_12_2_N.dspadpcm.bfstm,737,737,1.599,1.621,,0.986,no-speech-durmatch
32_12_E,32_12_E.dspadpcm.bfstm,738,738,6.6,5.739,,0.87,no-speech-durmatch
32_13_E,32_13_E.dspadpcm.bfstm,740,740,2.296,2.667,,0.861,no-speech-durmatch
32_14_E,32_14_E.dspadpcm.bfstm,743,742,3.951,4.267,0.732,0.926,confirmed
32_15_E,32_15_E.dspadpcm.bfstm,745,744,1.4,1.643,0.807,0.852,confirmed
32_16_1_E,32_16_1_E.dspadpcm.bfstm,746,746,1.371,1.387,0.774,0.988,confirmed
32_16_1_N,32_16_1_N.dspadpcm.bfstm,747,747,1.321,1.344,0.738,0.983,confirmed
32_16_2_E,32_16_2_E.dspadpcm.bfstm,748,748,5.6,5.611,0.645,0.998,confirmed
32_16_2_N,32_16_2_N.dspadpcm.bfstm,749,749,3.749,3.755,0.79,0.998,confirmed
32_16_E,32_16_E.dspadpcm.bfstm,751,750,7.7,5.803,0.625,0.754,confirmed
32_17_E,32_17_E.dspadpcm.bfstm,752,752,1.504,1.536,,0.979,no-speech-durmatch
33_01_E,33_01_E.dspadpcm.bfstm,755,754,5.456,5.227,0.724,0.958,confirmed
33_02_E,33_02_E.dspadpcm.bfstm,756,756,6.976,6.379,0.831,0.914,confirmed
33_03_1_E,33_03_1_E.dspadpcm.bfstm,758,758,3.13,3.136,0.365,0.998,low-confidence
33_03_1_N,33_03_1_N.dspadpcm.bfstm,759,759,3.13,3.136,0.645,0.998,confirmed
33_03_2_E,33_03_2_E.dspadpcm.bfstm,760,760,4.163,4.181,0.509,0.996,confirmed
33_03_2_N,33_03_2_N.dspadpcm.bfstm,761,761,4.163,4.181,0.913,0.996,confirmed
33_04_E,33_04_E.dspadpcm.bfstm,765,764,6.976,6.912,0.56,0.991,confirmed
33_05_E,33_05_E.dspadpcm.bfstm,766,766,1.374,1.813,,0.758,no-speech-nomatch
33_06_E,33_06_E.dspadpcm.bfstm,769,768,2.812,3.2,0.612,0.879,confirmed
33_07_E,33_07_E.dspadpcm.bfstm,771,770,8.479,8.853,0.743,0.958,confirmed
33_08_E,33_08_E.dspadpcm.bfstm,772,772,2.289,2.624,0.643,0.872,confirmed
33_10_N,33_10_N.dspadpcm.bfstm,776,777,5.529,4.523,0.769,0.818,confirmed
33_11_N,33_11_N.dspadpcm.bfstm,779,779,2.836,2.837,0.839,1.0,confirmed
33_12_E,33_12_E.dspadpcm.bfstm,780,780,9.459,9.216,0.647,0.974,confirmed
34_01_E,34_01_E.dspadpcm.bfstm,783,782,4.437,4.608,0.741,0.963,confirmed
34_02_E,34_02_E.dspadpcm.bfstm,785,784,4.975,5.397,0.458,0.922,confirmed
34_03_N,34_03_N.dspadpcm.bfstm,787,787,3.131,3.477,0.53,0.9,confirmed
34_04_E,34_04_E.dspadpcm.bfstm,788,788,13.216,13.12,0.932,0.993,confirmed
34_05_N,34_05_N.dspadpcm.bfstm,790,791,3.675,3.883,0.678,0.946,confirmed
34_06_N,34_06_N.dspadpcm.bfstm,792,793,3.113,3.499,0.776,0.89,confirmed
34_07_E,34_07_E.dspadpcm.bfstm,795,794,11.975,11.499,0.886,0.96,confirmed
34_08_N,34_08_N.dspadpcm.bfstm,796,797,7.117,6.165,0.623,0.866,confirmed
34_09_E,34_09_E.dspadpcm.bfstm,799,798,7.701,6.955,0.867,0.903,confirmed
35_01_E,35_01_E.dspadpcm.bfstm,806,806,8.68,8.789,0.791,0.988,confirmed
35_01_N,35_01_N.dspadpcm.bfstm,807,807,8.68,8.789,0.759,0.988,confirmed
35_02_E,35_02_E.dspadpcm.bfstm,808,808,0.992,1.365,0.529,0.727,confirmed
35_02_N,35_02_N.dspadpcm.bfstm,809,809,0.992,1.365,0.529,0.727,confirmed
35_03_E,35_03_E.dspadpcm.bfstm,810,810,4.081,4.395,0.81,0.929,confirmed
35_04_E,35_04_E.dspadpcm.bfstm,812,812,4.013,3.456,0.675,0.861,confirmed
35_05_E,35_05_E.dspadpcm.bfstm,814,814,1.342,1.6,,0.839,no-speech-durmatch
35_06_E,35_06_E.dspadpcm.bfstm,815,816,1.691,1.6,,0.946,no-speech-durmatch
35_07_E,35_07_E.dspadpcm.bfstm,818,818,2.456,2.389,0.525,0.973,confirmed
35_08_E,35_08_E.dspadpcm.bfstm,820,820,3.469,3.84,0.829,0.903,confirmed
35_09_E,35_09_E.dspadpcm.bfstm,823,822,3.452,3.691,0.677,0.935,confirmed
35_10_E,35_10_E.dspadpcm.bfstm,824,824,3.136,3.307,0.472,0.948,confirmed
36_02_E,36_02_E.dspadpcm.bfstm,830,830,3.128,3.435,0.694,0.911,confirmed
36_03_E,36_03_E.dspadpcm.bfstm,832,832,0.514,0.853,,0.603,no-speech-nomatch
36_04_E,36_04_E.dspadpcm.bfstm,834,834,4.162,3.264,0.822,0.784,confirmed
36_05_E,36_05_E.dspadpcm.bfstm,837,836,1.202,1.6,0.684,0.751,confirmed
36_06_E,36_06_E.dspadpcm.bfstm,838,838,2.093,2.069,0.793,0.989,confirmed
36_09_E,36_09_E.dspadpcm.bfstm,845,844,37.644,37.376,0.692,0.993,confirmed
36_10_E,36_10_E.dspadpcm.bfstm,846,846,2.454,2.048,0.515,0.835,confirmed
36_11_E,36_11_E.dspadpcm.bfstm,849,848,5.706,4.757,0.835,0.834,confirmed
37_01_E,37_01_E.dspadpcm.bfstm,850,850,1.933,1.472,0.264,0.762,no-match
37_02_E,37_02_E.dspadpcm.bfstm,852,852,0.49,0.704,,0.696,no-speech-nomatch
37_03_E,37_03_E.dspadpcm.bfstm,854,854,8.263,6.379,,0.772,no-speech-nomatch
37_04_E,37_04_E.dspadpcm.bfstm,856,856,5.0,4.885,0.588,0.977,confirmed
37_05_E,37_05_E.dspadpcm.bfstm,858,858,2.404,2.581,,0.931,no-speech-durmatch
37_06_E,37_06_E.dspadpcm.bfstm,860,860,2.778,2.816,,0.987,no-speech-durmatch
37_07_E,37_07_E.dspadpcm.bfstm,862,862,2.19,2.624,,0.835,no-speech-durmatch
37_08_E,37_08_E.dspadpcm.bfstm,864,864,1.155,1.301,,0.888,no-speech-durmatch
37_09_E,37_09_E.dspadpcm.bfstm,866,866,4.832,5.013,0.783,0.964,confirmed
37_10_E,37_10_E.dspadpcm.bfstm,870,868,6.377,2.731,0.527,0.428,no-match
37_11_E,37_11_E.dspadpcm.bfstm,871,870,2.937,2.731,0.749,0.93,confirmed
37_12_E,37_12_E.dspadpcm.bfstm,872,872,1.546,1.899,0.834,0.814,confirmed
37_13_E,37_13_E.dspadpcm.bfstm,873,874,1.939,1.899,0.692,0.979,confirmed
37_14_E,37_14_E.dspadpcm.bfstm,877,876,3.339,3.179,0.928,0.952,confirmed
37_15_E,37_15_E.dspadpcm.bfstm,878,878,1.674,1.835,,0.912,no-speech-durmatch
37_16_E,37_16_E.dspadpcm.bfstm,881,880,2.549,2.837,0.572,0.898,confirmed
38_01_E,38_01_E.dspadpcm.bfstm,882,882,1.506,1.536,0.678,0.98,confirmed
38_02_E,38_02_E.dspadpcm.bfstm,884,884,5.089,4.715,0.723,0.927,confirmed
38_03_E,38_03_E.dspadpcm.bfstm,887,886,1.723,2.155,0.653,0.8,confirmed
38_05_E,38_05_E.dspadpcm.bfstm,891,890,4.778,4.779,0.728,1.0,confirmed
38_06_E,38_06_E.dspadpcm.bfstm,892,892,2.787,2.859,0.9,0.975,confirmed
38_07_E,38_07_E.dspadpcm.bfstm,894,894,1.731,1.685,0.868,0.973,confirmed
38_08_E,38_08_E.dspadpcm.bfstm,896,896,1.135,1.365,0.605,0.832,confirmed
38_09_E,38_09_E.dspadpcm.bfstm,897,898,1.52,1.365,,0.898,no-speech-durmatch
38_10_E,38_10_E.dspadpcm.bfstm,901,900,4.322,4.565,0.651,0.947,confirmed
38_11_E,38_11_E.dspadpcm.bfstm,902,902,3.27,2.688,,0.822,no-speech-durmatch
38_12_E,38_12_E.dspadpcm.bfstm,905,904,0.398,0.512,0.765,0.777,confirmed
38_13_E,38_13_E.dspadpcm.bfstm,906,906,3.859,3.349,0.869,0.868,confirmed
39_01_E,39_01_E.dspadpcm.bfstm,908,908,2.915,3.157,0.683,0.923,confirmed
39_02_E,39_02_E.dspadpcm.bfstm,910,910,0.764,1.024,,0.746,no-speech-nomatch
39_03_E,39_03_E.dspadpcm.bfstm,912,912,14.846,14.869,0.766,0.998,confirmed
39_03_N,39_03_N.dspadpcm.bfstm,913,913,14.846,14.869,0.722,0.998,confirmed
39_04_E,39_04_E.dspadpcm.bfstm,914,914,0.586,0.597,,0.982,no-speech-durmatch
39_04_N,39_04_N.dspadpcm.bfstm,915,915,0.586,0.597,0.681,0.982,confirmed
39_05_E,39_05_E.dspadpcm.bfstm,916,916,1.216,1.237,,0.983,no-speech-durmatch
39_05_N,39_05_N.dspadpcm.bfstm,917,917,1.216,1.237,0.825,0.983,confirmed
39_06_E,39_06_E.dspadpcm.bfstm,918,918,4.134,4.16,0.768,0.994,confirmed
39_06_N,39_06_N.dspadpcm.bfstm,919,919,4.134,4.16,0.794,0.994,confirmed
39_07_E,39_07_E.dspadpcm.bfstm,920,920,12.571,10.432,0.783,0.83,confirmed
39_08_E,39_08_E.dspadpcm.bfstm,922,922,3.904,3.691,0.274,0.945,no-match
39_09_E,39_09_E.dspadpcm.bfstm,924,924,5.171,5.568,0.683,0.929,confirmed
39_10_E,39_10_E.dspadpcm.bfstm,926,926,5.964,6.101,0.757,0.978,confirmed
40_01_E,40_01_E.dspadpcm.bfstm,928,928,1.776,1.92,,0.925,no-speech-durmatch
40_02_E,40_02_E.dspadpcm.bfstm,930,930,0.938,1.216,,0.771,no-speech-nomatch
40_03_E,40_03_E.dspadpcm.bfstm,932,932,2.467,2.539,0.406,0.972,low-confidence
40_04_E,40_04_E.dspadpcm.bfstm,934,934,3.047,3.221,0.51,0.946,confirmed
40_05_E,40_05_E.dspadpcm.bfstm,936,936,2.052,2.517,0.409,0.815,low-confidence
40_06_E,40_06_E.dspadpcm.bfstm,938,938,2.253,2.176,0.828,0.966,confirmed
40_07_E,40_07_E.dspadpcm.bfstm,940,940,2.021,2.368,0.711,0.853,confirmed
40_08_E,40_08_E.dspadpcm.bfstm,943,942,2.757,3.115,0.667,0.885,confirmed
40_09_E,40_09_E.dspadpcm.bfstm,944,944,0.428,0.939,0.297,0.456,no-match
40_10_E,40_10_E.dspadpcm.bfstm,946,946,5.476,5.973,0.601,0.917,confirmed
40_11_E,40_11_E.dspadpcm.bfstm,948,948,5.816,5.547,0.885,0.954,confirmed
40_12_E,40_12_E.dspadpcm.bfstm,951,950,2.13,1.92,0.485,0.901,confirmed
40_13_E,40_13_E.dspadpcm.bfstm,952,952,6.56,6.571,0.662,0.998,confirmed
40_13_N,40_13_N.dspadpcm.bfstm,953,953,6.56,6.571,0.798,0.998,confirmed
40_14_E,40_14_E.dspadpcm.bfstm,954,954,5.936,5.952,0.794,0.997,confirmed
40_14_N,40_14_N.dspadpcm.bfstm,955,955,5.936,5.952,0.85,0.997,confirmed
41_01_E,41_01_E.dspadpcm.bfstm,957,956,3.275,3.627,0.67,0.903,confirmed
41_02_E,41_02_E.dspadpcm.bfstm,958,958,2.296,2.645,0.647,0.868,confirmed
41_03_E,41_03_E.dspadpcm.bfstm,960,960,4.233,4.629,0.847,0.914,confirmed
41_04_E,41_04_E.dspadpcm.bfstm,962,962,3.259,3.157,0.659,0.969,confirmed
41_05_E,41_05_E.dspadpcm.bfstm,965,964,4.842,5.291,0.804,0.915,confirmed
41_06_E,41_06_E.dspadpcm.bfstm,967,966,5.785,5.653,0.48,0.977,confirmed
41_07_E,41_07_E.dspadpcm.bfstm,968,968,1.02,1.237,,0.825,no-speech-durmatch
41_08_E,41_08_E.dspadpcm.bfstm,969,970,1.089,1.237,,0.88,no-speech-durmatch
41_09_E,41_09_E.dspadpcm.bfstm,973,972,4.674,3.819,0.451,0.817,confirmed
41_10_E,41_10_E.dspadpcm.bfstm,976,974,2.034,1.131,0.504,0.556,confirmed
41_11_E,41_11_E.dspadpcm.bfstm,977,976,1.014,1.131,,0.897,no-speech-durmatch
41_12_E,41_12_E.dspadpcm.bfstm,978,978,4.656,4.352,0.45,0.935,low-confidence
41_13_E,41_13_E.dspadpcm.bfstm,980,980,1.825,1.899,0.926,0.961,confirmed
41_14_E,41_14_E.dspadpcm.bfstm,982,982,5.317,4.949,0.759,0.931,confirmed
41_15_E,41_15_E.dspadpcm.bfstm,985,984,6.029,4.864,0.613,0.807,confirmed
42_01_E,42_01_E.dspadpcm.bfstm,986,986,5.026,5.056,0.721,0.994,confirmed
42_02_E,42_02_E.dspadpcm.bfstm,988,988,2.003,2.283,0.615,0.877,confirmed
42_03_E,42_03_E.dspadpcm.bfstm,990,990,6.796,6.976,0.561,0.974,confirmed
42_04_E,42_04_E.dspadpcm.bfstm,992,992,3.679,3.563,0.796,0.968,confirmed
42_05_E,42_05_E.dspadpcm.bfstm,995,994,3.069,3.136,0.852,0.979,confirmed
42_06_E,42_06_E.dspadpcm.bfstm,996,996,1.396,1.749,,0.798,no-speech-nomatch
42_07_E,42_07_E.dspadpcm.bfstm,998,998,2.277,2.709,,0.841,no-speech-durmatch
42_08_E,42_08_E.dspadpcm.bfstm,1000,1000,4.258,4.672,0.804,0.911,confirmed
42_09_E,42_09_E.dspadpcm.bfstm,1002,1002,4.666,4.8,0.636,0.972,confirmed
42_10_E,42_10_E.dspadpcm.bfstm,1004,1004,2.796,2.731,0.469,0.977,confirmed
42_11_E,42_11_E.dspadpcm.bfstm,1005,1006,3.1,2.731,,0.881,no-speech-durmatch
42_12_E,42_12_E.dspadpcm.bfstm,1007,1008,2.064,2.496,0.542,0.827,confirmed
43_01_E,43_01_E.dspadpcm.bfstm,1011,1010,4.5,4.523,0.732,0.995,confirmed
43_02_E,43_02_E.dspadpcm.bfstm,1012,1012,3.562,3.328,0.717,0.934,confirmed
43_03_E,43_03_E.dspadpcm.bfstm,1014,1014,2.1,2.517,,0.834,no-speech-durmatch
43_04_E,43_04_E.dspadpcm.bfstm,1016,1016,2.644,2.56,0.631,0.968,confirmed
43_05_E,43_05_E.dspadpcm.bfstm,1018,1018,1.879,2.005,,0.937,no-speech-durmatch
43_09_E,43_09_E.dspadpcm.bfstm,1027,1026,5.093,4.971,0.695,0.976,confirmed
43_10_E_A,43_10_E_A.dspadpcm.bfstm,1029,1029,2.294,2.304,0.741,0.996,confirmed
43_10_E_B,43_10_E_B.dspadpcm.bfstm,1030,1030,2.305,2.325,0.798,0.991,confirmed
43_10_N_A,43_10_N_A.dspadpcm.bfstm,1032,1032,2.294,2.304,0.876,0.996,confirmed
43_10_N_B,43_10_N_B.dspadpcm.bfstm,1033,1033,2.305,2.325,0.876,0.991,confirmed
44_03_E,44_03_E.dspadpcm.bfstm,1038,1038,5.134,5.312,0.699,0.966,confirmed
44_04_E,44_04_E.dspadpcm.bfstm,1040,1040,4.678,4.565,0.592,0.976,confirmed
44_05_E,44_05_E.dspadpcm.bfstm,1042,1042,4.157,4.416,0.658,0.941,confirmed
44_08_E,44_08_E.dspadpcm.bfstm,1048,1048,1.413,1.749,0.615,0.808,confirmed
44_09_E,44_09_E.dspadpcm.bfstm,1051,1050,3.573,3.947,0.481,0.905,confirmed
44_10_E,44_10_E.dspadpcm.bfstm,1053,1052,1.599,1.963,0.4,0.815,low-confidence
44_11_E,44_11_E.dspadpcm.bfstm,1054,1054,2.854,3.093,0.57,0.923,confirmed
44_12_E,44_12_E.dspadpcm.bfstm,1057,1056,1.672,1.771,0.496,0.944,confirmed
45_04_E,45_04_E.dspadpcm.bfstm,1064,1064,4.59,4.501,0.676,0.981,confirmed
45_05_N,45_05_N.dspadpcm.bfstm,1067,1067,2.022,2.773,0.761,0.729,confirmed
45_06_E,45_06_E.dspadpcm.bfstm,1068,1068,5.0,5.035,0.642,0.993,confirmed
45_07_N,45_07_N.dspadpcm.bfstm,1070,1071,5.873,6.357,0.691,0.924,confirmed
45_08_E,45_08_E.dspadpcm.bfstm,1073,1072,4.2,4.395,0.53,0.956,confirmed
45_10_E,45_10_E.dspadpcm.bfstm,1074,1076,4.3,4.139,0.637,0.963,confirmed
45_11_1_E,45_11_1_E.dspadpcm.bfstm,1078,1078,3.605,3.627,0.685,0.994,confirmed
45_11_1_N,45_11_1_N.dspadpcm.bfstm,1079,1079,3.605,3.627,0.782,0.994,confirmed
45_11_2_E,45_11_2_E.dspadpcm.bfstm,1080,1080,4.668,4.693,0.302,0.995,low-confidence
45_11_2_N,45_11_2_N.dspadpcm.bfstm,1081,1081,4.668,4.693,0.296,0.995,no-match
45_12_E,45_12_E.dspadpcm.bfstm,1085,1084,4.3,2.453,0.576,0.57,confirmed
45_13_E,45_13_E.dspadpcm.bfstm,1086,1086,1.217,1.557,0.63,0.782,confirmed
45_14_E,45_14_E.dspadpcm.bfstm,1089,1088,1.124,1.088,0.7,0.968,confirmed
45_15_E,45_15_E.dspadpcm.bfstm,1090,1090,0.787,1.173,0.615,0.671,confirmed
45_16_E,45_16_E.dspadpcm.bfstm,1094,1092,1.126,1.387,0.331,0.812,low-confidence
45_17_E,45_17_E.dspadpcm.bfstm,1095,1094,1.367,1.387,,0.986,no-speech-durmatch
45_18_E,45_18_E.dspadpcm.bfstm,1096,1096,1.276,1.344,,0.949,no-speech-durmatch
45_19_E,45_19_E.dspadpcm.bfstm,1102,1098,0.911,1.131,,0.805,no-speech-durmatch
46_01_E,46_01_E.dspadpcm.bfstm,1103,1100,1.095,1.131,0.655,0.968,confirmed
46_02_E,46_02_E.dspadpcm.bfstm,1104,1102,1.155,1.429,0.54,0.808,confirmed
46_03_E,46_03_E.dspadpcm.bfstm,1105,1104,1.573,1.429,0.705,0.908,confirmed
46_04_E,46_04_E.dspadpcm.bfstm,1108,1106,1.452,1.664,0.488,0.873,confirmed
46_05_E,46_05_E.dspadpcm.bfstm,1110,1108,1.256,1.451,0.539,0.866,confirmed
46_07_E,46_07_E.dspadpcm.bfstm,1111,1112,1.419,1.451,0.393,0.978,low-confidence
46_08_E,46_08_E.dspadpcm.bfstm,1112,1114,1.347,1.387,0.662,0.971,confirmed
46_09_E,46_09_E.dspadpcm.bfstm,1113,1116,1.142,1.387,0.602,0.823,confirmed
46_10_E,46_10_E.dspadpcm.bfstm,1119,1118,1.087,1.173,0.668,0.927,confirmed
46_14_E,46_14_E.dspadpcm.bfstm,1120,1126,1.157,1.365,0.429,0.848,low-confidence
46_15_E,46_15_E.dspadpcm.bfstm,1121,1128,1.381,1.365,0.476,0.988,confirmed
46_17_E,46_17_E.dspadpcm.bfstm,1130,1132,2.791,2.475,0.647,0.887,confirmed
46_18_N,46_18_N.dspadpcm.bfstm,1131,1135,2.795,2.475,0.557,0.886,confirmed
47_01_1_E,47_01_1_E.dspadpcm.bfstm,1136,1136,0.68,0.704,,0.966,no-speech-durmatch
47_01_1_N,47_01_1_N.dspadpcm.bfstm,1138,1137,0.68,2.368,0.397,0.287,no-match
47_01_E,47_01_E.dspadpcm.bfstm,1139,1138,2.029,2.368,,0.857,no-speech-durmatch
47_02_1_E,47_02_1_E.dspadpcm.bfstm,1140,1140,1.006,1.024,0.54,0.982,confirmed
47_02_1_N,47_02_1_N.dspadpcm.bfstm,1141,1141,1.006,1.024,0.761,0.982,confirmed
47_02_E,47_02_E.dspadpcm.bfstm,1142,1142,2.242,2.368,0.512,0.947,confirmed
47_03_E,47_03_E.dspadpcm.bfstm,1145,1144,3.072,3.755,0.684,0.818,confirmed
47_04_E,47_04_E.dspadpcm.bfstm,1146,1146,2.931,2.987,0.757,0.981,confirmed
47_05_E,47_05_E.dspadpcm.bfstm,1147,1148,2.785,2.987,0.74,0.932,confirmed
47_06_E,47_06_E.dspadpcm.bfstm,1150,1150,2.551,2.773,0.645,0.92,confirmed
47_07_E,47_07_E.dspadpcm.bfstm,1153,1152,4.176,3.477,0.752,0.833,confirmed
47_08_E,47_08_E.dspadpcm.bfstm,1154,1154,4.859,4.651,0.631,0.957,confirmed
47_09_E,47_09_E.dspadpcm.bfstm,1156,1156,3.328,3.243,0.647,0.974,confirmed
47_10_E,47_10_E.dspadpcm.bfstm,1158,1158,3.636,3.84,0.815,0.947,confirmed
47_11_E,47_11_E.dspadpcm.bfstm,1160,1160,3.648,3.968,0.799,0.919,confirmed
47_12_E,47_12_E.dspadpcm.bfstm,1163,1162,2.468,2.859,0.803,0.863,confirmed
47_13_E,47_13_E.dspadpcm.bfstm,1164,1164,4.147,4.267,0.686,0.972,confirmed
47_14_E,47_14_E.dspadpcm.bfstm,1166,1166,3.49,3.563,0.758,0.98,confirmed
48_06_E,48_06_E.dspadpcm.bfstm,1178,1178,1.327,1.643,0.78,0.808,confirmed
48_07_N,48_07_N.dspadpcm.bfstm,1182,1181,1.103,1.387,0.894,0.795,confirmed
48_08_N,48_08_N.dspadpcm.bfstm,1183,1183,1.064,1.387,0.894,0.767,confirmed
48_10_E,48_10_E.dspadpcm.bfstm,1184,1190,2.683,1.707,0.869,0.636,confirmed
48_11_1_E,48_11_1_E.dspadpcm.bfstm,1188,1192,1.35,1.643,0.805,0.822,confirmed
48_11_E,48_11_E.dspadpcm.bfstm,1189,1194,2.365,1.643,0.824,0.695,confirmed
48_12_E,48_12_E.dspadpcm.bfstm,1196,1196,2.81,3.264,0.85,0.861,confirmed
49_01_E,49_01_E.dspadpcm.bfstm,1199,1198,16.564,15.787,0.792,0.953,confirmed
49_02_E,49_02_E.dspadpcm.bfstm,1200,1200,17.65,17.045,0.889,0.966,confirmed
49_03_E,49_03_E.dspadpcm.bfstm,1202,1202,18.195,18.048,0.662,0.992,confirmed
49_04_E,49_04_E.dspadpcm.bfstm,1204,1204,14.037,12.651,0.728,0.901,confirmed
49_05_E,49_05_E.dspadpcm.bfstm,1206,1206,12.403,12.117,0.841,0.977,confirmed
49_06_E,49_06_E.dspadpcm.bfstm,1209,1208,10.296,10.048,0.858,0.976,confirmed
49_07_E,49_07_E.dspadpcm.bfstm,1210,1210,15.978,15.808,0.743,0.989,confirmed
49_08_E,49_08_E.dspadpcm.bfstm,1213,1212,11.141,10.987,0.798,0.986,confirmed
49_09_E,49_09_E.dspadpcm.bfstm,1214,1214,19.063,19.2,0.798,0.993,confirmed
49_09_N,49_09_N.dspadpcm.bfstm,1215,1215,19.063,18.923,0.838,0.993,confirmed
50_01_E,50_01_E.dspadpcm.bfstm,1216,1216,16.537,16.555,0.809,0.999,confirmed
50_01_N,50_01_N.dspadpcm.bfstm,1217,1217,16.537,16.555,0.816,0.999,confirmed
50_02_N,50_02_N.dspadpcm.bfstm,1218,1219,10.848,10.731,0.658,0.989,confirmed
50_03_E,50_03_E.dspadpcm.bfstm,1221,1220,13.059,12.48,0.784,0.956,confirmed
50_04_E,50_04_E.dspadpcm.bfstm,1223,1222,15.972,15.147,0.7,0.948,confirmed
50_05_E,50_05_E.dspadpcm.bfstm,1224,1224,12.407,12.309,0.844,0.992,confirmed
50_06_E,50_06_E.dspadpcm.bfstm,1226,1226,8.93,9.131,0.712,0.978,confirmed
50_07_E,50_07_E.dspadpcm.bfstm,1229,1228,15.556,15.616,0.876,0.996,confirmed
